"Id","SalePrice"
1623,286341.778559383
1624,208654.891183831
1625,118786.087989147
1626,160571.106883266
1627,184129.39303301
1628,276421.765207206
1629,184767.218894904
1630,345244.931944356
1631,215588.542888411
1632,240004.614509031
1633,174567.94475244
1634,186087.835540642
1635,190679.816032078
1636,151866.705297037
1637,184908.944254158
1638,190539.663956392
1639,174374.434722777
1640,253550.518708361
1641,177497.175695486
1642,229330.034184795
1643,235588.644009079
1644,222406.816088646
1645,183756.446757554
1646,159966.455864091
1647,148471.144400328
1648,133295.719473807
1649,142095.136905239
1650,115270.292477921
1651,114692.522472483
1652,107688.07913118
1653,108592.529490879
1654,156134.368478047
1655,159421.845145623
1656,143278.45338313
1657,156518.111324964
1658,149010.174367708
1659,136092.06490795
1660,153334.961226526
1661,388026.4449997
1662,400933.273810915
1663,380796.869991217
1664,409554.334976749
1665,303129.630750762
1666,304755.754597464
1667,373878.092067795
1668,323061.624978227
1669,312421.696674262
1670,360532.949392052
1671,240933.855811863
1672,457405.321761804
1673,311845.400460765
1674,249822.011721982
1675,174099.265194235
1676,179057.766877599
1677,212606.551950799
1678,438568.798092878
1679,389757.693073476
1680,344520.352913554
1681,241074.977397296
1682,293296.601195502
1683,170438.563664717
1684,174572.10682619
1685,180267.247974121
1686,167236.693268474
1687,171819.238647273
1688,195457.980221709
1689,198271.476433258
1690,206254.670953708
1691,186171.263815639
1692,273231.839576289
1693,173841.439459111
1694,185026.955303624
1695,170603.787263881
1696,287275.856056269
1697,171887.909536733
1698,357648.461526287
1699,319545.197800204
1700,251869.288368445
1701,273096.374590659
1702,244937.453096962
1703,257046.96332657
1704,281052.587058618
1705,228270.234736625
1706,387542.350655719
1707,215704.738900105
1708,199986.681359423
1709,284382.089218765
1710,218223.255555101
1711,260348.436596021
1712,264573.447495246
1713,277596.026967203
1714,226359.076936835
1715,213188.856175387
1716,182597.549213378
1717,185207.380690736
1718,138079.992941757
1719,192711.054638552
1720,240221.467683682
1721,168660.741788781
1722,122734.782550275
1723,147372.50218074
1724,204117.076528247
1725,235922.747503019
1726,182936.563097254
1727,151291.6575556
1728,178927.351619938
1729,156446.479416103
1730,142817.214229194
1731,121385.191227762
1732,132303.440546544
1733,117270.033745875
1734,120184.237688733
1735,127263.736336409
1736,125153.12209946
1737,322564.125985758
1738,207029.94130012
1739,248773.540678842
1740,205376.315037439
1741,186537.013837187
1742,168921.677091527
1743,165364.164791775
1744,290459.612513094
1745,207443.396278399
1746,207744.915523409
1747,220869.523658753
1748,231511.439797806
1749,152162.303782113
1750,129867.510230783
1751,213701.616616122
1752,127500.259658366
1753,146256.462329866
1754,187016.702293053
1755,170126.604633934
1756,113171.28141801
1757,120121.100520657
1758,146301.382118785
1759,178383.672098015
1760,166727.741362852
1761,139696.977764265
1762,181512.766364626
1763,180113.105042687
1764,116100.604202248
1765,163600.263299729
1766,175637.183638976
1767,205278.015786772
1768,143387.397642902
1769,176987.714900727
1770,159316.974455473
1771,129232.10247932
1772,132199.135460875
1773,126095.140528139
1774,134942.230437704
1775,139961.680690545
1776,133190.251036624
1777,113251.392739085
1778,139115.198136002
1779,116752.031877401
1780,180250.400969435
1781,123594.107410059
1782,82344.4598862239
1783,140424.410803409
1784,109743.46277439
1785,111582.817734796
1786,140969.310970771
1787,165575.14892764
1788,56114.1067483094
1789,99920.8446801057
1790,77976.8160974349
1791,187539.649740901
1792,146886.316211424
1793,135336.857999608
1794,152291.654664001
1795,133548.420424151
1796,136490.70590396
1797,106786.782596746
1798,121324.778533976
1799,114264.229106637
1800,140858.17390588
1801,121826.697921086
1802,140426.82136887
1803,143928.146770674
1804,143505.593906537
1805,140485.357240508
1806,118835.716413227
1807,120621.146162765
1808,116856.96450021
1809,128314.85371403
1810,143687.45593619
1811,101871.688561062
1812,83302.0806423263
1813,117804.713449811
1814,92611.0646616448
1815,54382.2113043456
1816,91505.0566109809
1817,109712.697188202
1818,135926.816031529
1819,128275.08943807
1820,72197.4851057091
1821,111471.564537836
1822,146726.849771618
1823,46988.8507353792
1824,134168.067216778
1825,145845.293366765
1826,109857.705734953
1827,101824.289214062
1828,139719.094934585
1829,104361.726846908
1830,133865.289567787
1831,165269.096884777
1832,96589.1691496461
1833,132568.798702978
1834,128358.547448833
1835,130399.423284279
1836,111755.021377774
1837,80735.6031902082
1838,125125.07674248
1839,89930.7763510931
1840,157267.429926347
1841,155319.925150582
1842,93015.7489416792
1843,132257.521038063
1844,149390.938826134
1845,141698.639548835
1846,152801.852270777
1847,162426.84240893
1848,48767.9868104519
1849,105859.103121814
1850,123194.120926672
1851,155199.398495026
1852,130173.41111782
1853,139369.893196852
1854,175779.784568012
1855,148085.804076978
1856,220605.331612956
1857,147233.708752859
1858,137053.144592786
1859,121314.249897247
1860,149299.216121371
1861,121314.249897247
1862,304184.025855152
1863,270142.867734534
1864,270142.867734534
1865,311840.939508436
1866,332824.993433753
1867,232127.590280048
1868,303415.383252011
1869,200998.917597755
1870,232410.01395388
1871,259010.882864702
1872,168083.966329151
1873,220994.045563936
1874,139245.408886377
1875,205595.993875412
1876,188834.694903407
1877,205337.537999504
1878,200737.051508893
1879,130075.375052075
1880,128405.439903964
1881,240296.39279121
1882,251435.858235547
1883,190977.549015933
1884,202384.202886085
1885,255528.173758487
1886,307003.366032261
1887,198243.68267854
1888,275801.119307071
1889,158967.297051779
1890,127967.181279093
1891,138176.945903985
1892,103012.280961167
1893,137714.923437634
1894,126682.983798428
1895,144020.278092815
1896,124818.658789886
1897,114827.466488835
1898,107194.817580353
1899,143149.658860062
1900,137353.700905373
1901,186963.738945472
1902,145630.420352419
1903,232127.147532228
1904,144063.686740446
1905,207063.311203457
1906,175158.617390978
1907,204531.736207203
1908,110886.394391705
1909,143176.965094716
1910,116579.354720052
1911,234327.337861675
1912,310736.887674245
1913,150293.926751964
1914,59596.9347151144
1915,316347.797172926
1916,59227.2873438231
1917,256660.424770743
1918,140391.068892991
1919,165285.174181808
1920,159562.084462635
1921,400738.317744958
1922,322208.404634973
1923,223399.336175838
1924,222781.919232891
1925,206681.557237487
1926,381985.151454925
1927,133725.060453372
1928,149230.034100702
1929,116260.818895581
1930,143421.998271189
1931,137870.249155328
1932,125843.100497973
1933,166868.996687065
1934,178553.192042185
1935,170518.065669685
1936,183062.044220391
1937,180596.596159612
1938,170076.316002195
1939,236049.227721776
1940,179947.423973324
1941,178913.871692576
1942,191689.728514516
1943,217214.369392541
1944,370390.918138906
1945,375513.982775363
1946,148068.010716926
1947,269964.39029647
1948,182829.997925792
1949,239013.984977035
1950,179016.617773327
1951,247967.491213724
1952,202745.257669579
1953,171522.254302371
1954,193882.360793372
1955,127762.685422309
1956,285821.766935311
1957,146970.249125133
1958,328946.837394018
1959,141654.997874715
1960,113113.122881465
1961,126901.725513558
1962,97827.3204758327
1963,102648.551849697
1964,111495.698968063
1965,145610.977891552
1966,147431.543059677
1967,300069.012503116
1968,426352.70642956
1969,392069.819278778
1970,419568.226803977
1971,422409.937284307
1972,375919.232792726
1973,259288.673241976
1974,338399.755709212
1975,454356.781625264
1976,280967.097652967
1977,379575.722125667
1978,331438.600112123
1979,345344.380134476
1980,197511.297365424
1981,342381.847941134
1982,223479.883672287
1983,197022.540048238
1984,167975.640234443
1985,233026.555832866
1986,224904.899368495
1987,176589.653237345
1988,182856.502608325
1989,193689.605319603
1990,220785.705805199
1991,205535.416671214
1992,206915.063605671
1993,170097.24075575
1994,217824.873376519
1995,187435.050649353
1996,259675.702953649
1997,328517.337867052
1998,325827.153076375
1999,261844.680001536
2000,311690.494095189
2001,269494.680892926
2002,252950.586916104
2003,267634.721229747
2004,254942.769324319
2005,216319.251674931
2006,221278.538835795
2007,247637.112141125
2008,213148.807328445
2009,193336.748595982
2010,190765.848802429
2011,143118.94557092
2012,175733.187752077
2013,184533.715089169
2014,181011.458123306
2015,201485.817581655
2016,192283.497673815
2017,199745.37280425
2018,118423.682444322
2019,136121.140415
2020,111132.852729009
2021,114637.080565327
2022,177266.773497235
2023,146110.359232193
2024,252841.573333448
2025,311275.510641491
2026,168581.623422235
2027,150519.986970194
2028,148162.509452006
2029,167359.545160952
2030,284972.850357638
2031,235481.498483102
2032,258161.076571102
2033,279833.278856543
2034,159310.59324999
2035,217622.219333416
2036,183913.006130258
2037,186675.64596715
2038,291596.99547033
2039,232151.057122977
2040,315882.025069308
2041,289508.004437472
2042,207340.746129285
2043,173105.41068263
2044,164541.428682555
2045,203433.405887184
2046,136829.300824227
2047,144026.184196844
2048,141208.54594725
2049,137227.48390083
2050,184002.302894926
2051,108873.545237225
2052,123494.430852504
2053,148207.449278091
2054,74460.6562759934
2055,154631.785809645
2056,145922.090657692
2057,123637.608549818
2058,221733.136686163
2059,143716.920629615
2060,172692.36336321
2061,178206.325231146
2062,132630.256689149
2063,121370.37460389
2064,140327.888281596
2065,115544.344227782
2066,168712.703507326
2067,127959.737115762
2068,136149.702763022
2069,85137.1152452376
2070,104489.996512561
2071,85947.3561174838
2072,137727.663539886
2073,140056.482063054
2074,178672.599348111
2075,152164.04515145
2076,117013.982324217
2077,156564.838964502
2078,132282.244946478
2079,127691.791895287
2080,115769.795674432
2081,124044.121644639
2082,131983.219563654
2083,145302.884131066
2084,113263.813988831
2085,121070.495864881
2086,132906.916899925
2087,118006.549613252
2088,100654.221542566
2089,91470.5057907018
2090,126339.251010575
2091,120136.337489275
2092,126244.463711346
2093,105829.729261537
2094,124735.004281978
2095,137103.474896607
2096,85060.3412284264
2097,103334.126278407
2098,146472.119362304
2099,44480.1741154916
2100,120374.766759988
2101,112518.047698099
2102,122335.593714689
2103,113177.541446717
2104,123469.465401346
2105,130896.559263167
2106,64924.8692683378
2107,209044.675908793
2108,117281.665414296
2109,118065.985598797
2110,125872.507199827
2111,159097.425681883
2112,147657.522362287
2113,123032.212745865
2114,122105.041311855
2115,163436.211126954
2116,109919.851009915
2117,152756.830435319
2118,124958.485725191
2119,106746.46164542
2120,117598.399929565
2121,91970.4038445458
2122,94083.1138780998
2123,86491.4386247748
2124,173078.83384735
2125,130704.208727037
2126,166286.771532438
2127,136431.232235025
2128,116346.223966342
2129,95306.9538632176
2130,136513.356959692
2131,142223.118288932
2132,103947.919528566
2133,117236.375513805
2134,129247.262544904
2135,90847.3514786552
2136,66881.630467749
2137,106420.787904955
2138,138249.177917881
2139,152418.644403403
2140,142884.377163479
2141,152509.956409203
2142,123116.251620318
2143,139170.134605203
2144,115408.777868906
2145,136777.114542632
2146,166534.504608585
2147,160877.357377877
2148,141699.180087279
2149,130426.536273218
2150,245616.506038178
2151,111295.23358631
2152,166511.318549538
2153,161790.514223651
2154,110773.405773878
2155,128438.262566263
2156,249137.509291346
2157,239613.538011454
2158,242820.049869799
2159,217152.854030519
2160,172003.679615759
2161,243295.467296783
2162,386504.826760148
2163,329451.35289156
2164,256658.956152214
2165,212074.57489968
2166,142160.875661246
2167,208912.143180894
2168,197233.471446005
2169,198271.476433258
2170,220713.917317689
2171,153274.579461796
2172,133858.651210187
2173,178797.031349163
2174,229540.526055669
2175,323335.63808383
2176,306296.528764673
2177,246959.538322997
2178,207117.030272103
2179,144811.372325069
2180,240970.3923983
2181,187479.565180919
2182,214536.793502092
2183,188178.879715473
2184,122503.828326026
2185,116579.132362791
2186,133370.868985911
2187,159074.364829797
2188,149346.352276652
2189,228958.098230644
2190,83305.1789790823
2191,88494.6590314743
2192,94070.1944157281
2193,108938.354379027
2194,100282.654618675
2195,110079.514675584
2196,112719.425638266
2197,98674.9215352137
2198,159512.484667914
2199,168091.500474
2200,156181.428391236
2201,145369.275104087
2202,220099.514152913
2203,129705.366321302
2204,195018.191247414
2205,126714.157724869
2206,149572.413655315
2207,205193.461269226
2208,281868.319746725
2209,219415.24590142
2210,119497.931929809
2211,111044.708559538
2212,114614.124311864
2213,92171.6546026787
2214,135769.795340457
2215,105573.181265409
2216,145641.531495597
2217,58482.9197645645
2218,78521.7955462054
2219,77786.0075657539
2220,69235.9883749182
2221,320447.286218157
2222,280847.884709223
2223,304904.015895081
2224,205897.969648356
2225,131312.912874341
2226,183510.394094612
2227,214994.558226663
2228,277508.677766454
2229,240856.434944617
2230,152518.974255165
2231,214870.343042013
2232,177228.402218199
2233,164977.455432037
2234,242392.251925943
2235,218521.269871129
2236,263422.36591676
2237,354572.26332567
2238,206948.414992567
2239,103012.772163171
2240,162432.109172785
2241,149779.960978053
2242,124291.965987273
2243,129157.067860792
2244,97187.9199991349
2245,98528.5107420808
2246,146559.868883139
2247,118653.054730946
2248,128616.72936701
2249,126175.495590255
2250,132361.619729942
2251,117908.005903204
2252,167888.357159845
2253,155740.42664984
2254,176641.867750508
2255,193470.655038539
2256,191594.691104678
2257,202146.363125105
2258,171092.261182513
2259,175370.055912339
2260,140947.802401983
2261,203876.033721247
2262,201231.952901337
2263,369186.592002926
2264,404196.540348392
2265,184719.120440396
2266,283195.05569517
2267,355805.255293412
2268,363486.455696152
2269,152159.98198733
2270,191254.223157256
2271,217079.555446776
2272,200546.08750509
2273,162285.942457147
2274,179125.401714309
2275,149720.265213087
2276,193726.55220341
2277,185791.701214132
2278,149014.43764398
2279,133262.926366641
2280,105239.24348252
2281,157051.604207458
2282,183148.831826625
2283,104750.505368442
2284,113478.430392738
2285,144751.724166083
2286,126810.507034831
2287,356398.545504224
2288,270865.96594477
2289,408335.584925277
2290,467685.142128374
2291,335751.898700067
2292,435037.155689701
2293,443585.765889404
2294,420294.693439376
2295,466853.610197624
2296,267774.882680053
2297,304813.015610198
2298,332765.326332951
2299,368379.794681504
2300,342693.163687986
2301,283323.370785338
2302,244396.355151361
2303,253022.967013084
2304,243291.754930891
2305,165401.071541968
2306,166722.812312806
2307,187197.639732611
2308,223825.629756914
2309,289350.12039321
2310,202644.159293936
2311,186107.712927397
2312,166950.177152431
2313,176358.242596995
2314,147144.573485835
2315,183695.472032515
2316,203343.987297002
2317,182429.408794135
2318,179450.438948806
2319,178193.239500368
2320,173403.151750436
2321,266564.364120337
2322,164545.822471385
2323,192882.417082469
2324,178481.00724183
2325,215118.845219324
2326,176513.717102259
2327,220662.77436973
2328,230608.642304949
2329,187878.163540814
2330,177419.326503633
2331,349229.964587348
2332,433366.729819993
2333,325970.432477248
2334,265899.657849459
2335,278673.736747994
2336,309151.369143125
2337,190786.771726145
2338,289326.114106412
2339,223544.683680834
2340,408595.410133622
2341,233455.634837166
2342,242760.774867074
2343,231519.609042957
2344,229242.78702605
2345,250249.080006754
2346,214146.570801772
2347,202543.30449098
2348,239857.714520088
2349,166845.923174367
2350,298985.537661444
2351,247339.250996641
2352,252304.187503863
2353,251453.603167783
2354,130820.558229349
2355,151407.705546404
2356,143520.512160213
2357,202474.551079116
2358,190904.346634718
2359,122372.816568482
2360,116555.676054231
2361,142811.630092891
2362,278848.930260656
2363,130533.550768245
2364,151654.241595187
2365,219080.90904082
2366,191708.375997688
2367,222347.859084588
2368,215423.097392146
2369,237139.036794543
2370,171995.806092376
2371,168755.185655624
2372,189636.337231011
2373,263329.682361249
2374,306443.78614648
2375,265094.489652356
2376,279883.721796701
2377,326924.953574164
2378,152718.958261698
2379,209053.647325525
2380,144201.142111828
2381,164632.152829062
2382,196710.130158191
2383,197032.498752734
2384,236652.402348857
2385,162564.143852362
2386,136990.159711219
2387,142074.946979841
2388,102081.559354239
2389,130720.164804504
2390,156496.469062465
2391,137851.842719931
2392,115649.845795858
2393,174842.521096544
2394,143260.964405015
2395,206026.625368572
2396,149331.825349613
2397,215483.300741179
2398,121027.897948089
2399,65414.9264728687
2400,55068.2929442161
2401,110610.30945175
2402,134947.764261562
2403,142271.819423443
2404,157100.588623573
2405,162027.222150136
2406,149044.141853741
2407,129597.91843886
2408,141488.121627698
2409,122839.000391279
2410,154552.762966029
2411,119140.171674166
2412,145872.974686558
2413,133160.404652659
2414,143418.852414539
2415,135362.544826791
2416,130961.863042782
2417,135638.177848213
2418,132732.623403314
2419,128306.165696961
2420,120827.462061962
2421,152370.829206415
2422,118253.043812457
2423,119682.464956206
2424,157011.469346821
2425,214928.547160776
2426,126738.20797045
2427,138061.953502265
2428,193153.929837775
2429,120536.051558794
2430,134325.156997833
2431,111202.612446609
2432,152137.056166056
2433,150549.991292841
2434,140976.301962302
2435,144646.571324772
2436,113897.586794706
2437,117377.558770587
2438,126113.059602081
2439,104580.218171527
2440,118527.856726892
2441,96572.6820417592
2442,98545.0498134387
2443,113824.182525141
2444,130154.915119178
2445,84562.349710641
2446,124191.608180173
2447,189467.135939294
2448,137045.563966731
2449,102264.356230852
2450,149629.767283123
2451,125211.022818207
2452,204646.266523237
2453,93228.4443729453
2454,126169.238568269
2455,113525.624762351
2456,134477.813697815
2457,122816.744211781
2458,125018.08478281
2459,106671.35867487
2460,135831.053274654
2461,113054.239511506
2462,129906.15758861
2463,127628.727307571
2464,168724.610303405
2465,136400.529503178
2466,113857.295456533
2467,142623.803534991
2468,88851.4391689635
2469,72645.5182315515
2470,195442.695752385
2471,199346.120068767
2472,146968.847514298
2473,119305.832423637
2474,97439.051196001
2475,201781.563966097
2476,112984.611228502
2477,129911.237102723
2478,146906.629463423
2479,103881.026650116
2480,155091.980657756
2481,127826.669534357
2482,135176.78024374
2483,116380.292569889
2484,126854.898286778
2485,128418.053591388
2486,150746.674736485
2487,192273.228901364
2488,156468.413204946
2489,148026.642359846
2490,140443.696485794
2491,79442.9155014362
2492,186318.685958703
2493,156102.506843275
2494,166852.606208421
2495,96800.7113788167
2496,259193.489092112
2497,154565.734094362
2498,117216.364069578
2499,88919.5077035105
2500,129250.59060221
2501,134701.022071893
2502,142096.898578432
2503,87841.919218366
2504,160568.809911586
2505,225143.104914924
2506,256863.174747047
2507,288579.328523967
2508,253638.308979458
2509,219748.416435903
2510,226773.499944866
2511,180764.771222317
2512,207631.819233924
2513,220998.893013041
2514,264905.199724652
2515,152093.825726777
2516,169687.001877351
2517,137876.9549675
2518,157163.227036624
2519,223470.719398105
2520,208571.929347079
2521,191036.20400494
2522,222702.897612079
2523,116483.44694299
2524,135226.808372929
2525,129804.485212527
2526,138977.951819647
2527,122614.281263097
2528,126718.145640867
2529,143270.801692513
2530,119564.618363741
2531,247352.696584278
2532,224853.643049843
2533,195793.607507511
2534,227285.551146022
2535,312906.23842
2536,256478.869337307
2537,237863.606247074
2538,185874.819459872
2539,192551.04560248
2540,163003.946899567
2541,196780.116435024
2542,173146.026648088
2543,130465.225570579
2544,119874.370644358
2545,142139.456397225
2546,128527.219843932
2547,138423.322496967
2548,154534.339939078
2549,154345.667282046
2550,360048.816837117
2551,140453.340320215
2552,118897.497628292
2553,84378.3571236234
2554,104662.931566693
2555,129147.337498847
2556,100167.669289423
2557,104345.704214149
2558,162101.563897112
2559,129022.632108455
2560,141132.075825272
2561,146057.558271877
2562,128429.076274376
2563,137505.340786017
2564,204276.176713173
2565,137120.081414212
2566,164566.380684884
2567,131881.430808446
2568,194862.027380354
2569,214608.619501618
2570,117611.410115731
2571,185211.266536988
2572,153819.605934814
2573,232025.337963869
2574,315154.445232919
2575,119386.984372479
2576,113113.985869399
2577,141655.132967513
2578,83639.6808952149
2579,59312.4692392805
2580,123719.583171569
2581,114535.561280912
2582,105388.892086527
2583,312198.315160236
2584,171400.923570329
2585,168917.649732914
2586,214434.314272687
2587,201497.923511831
2588,148927.632967927
2589,146624.736691847
2590,217085.766231521
2591,221947.238718375
2592,209091.730290853
2593,235339.386890146
2594,180269.654817611
2595,193391.332866151
2596,316316.422680848
2597,184936.455794715
2598,286398.037906255
2599,290674.369867756
2600,133110.252394601
2601,144215.99513669
2602,84372.6439845309
2603,92310.5560058701
2604,82926.844895527
2605,67943.4802092632
2606,143231.183402972
2607,202732.883458733
2608,196248.619997442
2609,160426.614815539
2610,114619.152431298
2611,123639.141389474
2612,160493.640510285
2613,133950.723960226
2614,134178.303818451
2615,161406.312549376
2616,151338.701115691
2617,171385.558957112
2618,181725.98259722
2619,194788.450649881
2620,189081.935705801
2621,174790.671768415
2622,176338.733830237
2623,247031.382056619
2624,328086.208910267
2625,283259.881317867
2626,173516.963734923
2627,167062.462242831
2628,435220.572967214
2629,519541.386154874
2630,341971.33110879
2631,426983.812185872
2632,441345.962772943
2633,306613.629032978
2634,398779.891828194
2635,155105.884561389
2636,176210.635052815
2637,170980.039591283
2638,278975.276130437
2639,196597.416425936
2640,147778.956683974
2641,109415.740820905
2642,183867.935624373
2643,99699.8215984763
2644,124196.70113352
2645,104089.577119098
2646,100187.540945646
2647,99914.2697523509
2648,145234.030350418
2649,139545.050234687
2650,153175.213344412
2651,144378.377893991
2652,415690.180448141
2653,241100.498426657
2654,234442.677771794
2655,357901.632563799
2656,321949.470108929
2657,352170.46506103
2658,297669.693140562
2659,301387.990011848
2660,358563.041567576
2661,336002.38689882
2662,340967.026044012
2663,302149.76769715
2664,281729.647611711
2665,334426.022194201
2666,291077.710870153
2667,158514.347320209
2668,184049.512604964
2669,165153.291999921
2670,270833.678129949
2671,193032.392169495
2672,182229.617277339
2673,209000.223235759
2674,209694.402713692
2675,163960.131753023
2676,193168.29843566
2677,189037.401272531
2678,261209.428879869
2679,263232.261653571
2680,295774.043198079
2681,428261.080124125
2682,313724.653602757
2683,543380.696928003
2684,325893.035129478
2685,372890.307523657
2686,264290.499339017
2687,366511.690667175
2688,221422.506513047
2689,203050.598312455
2690,416761.134011507
2691,186380.35367071
2692,137458.271267087
2693,188127.740176704
2694,121997.95572966
2695,198316.484107572
2696,193242.737511412
2697,179267.757388019
2698,189105.55944018
2699,175878.214839285
2700,156460.504749742
2701,146707.400842416
2702,114907.544750408
2703,119296.844228481
2704,140715.853061626
2705,119109.838750068
2706,120313.594802042
2707,125715.830751535
2708,135606.231013325
2709,98263.9816559952
2710,125105.508386978
2711,263194.10666631
2712,391150.340315376
2713,160231.359448963
2714,148889.574204858
2715,174560.286796008
2716,152459.350006968
2717,196894.812639619
2718,225886.162504026
2719,166435.589335669
2720,175954.213187243
2721,136578.46712312
2722,155372.814644065
2723,141776.498318875
2724,132473.885674519
2725,132964.220210373
2726,137359.726609596
2727,181480.744937749
2728,185627.877567542
2729,141824.776008788
2730,138971.987660981
2731,126831.551631554
2732,132874.599601811
2733,154463.615920875
2734,142737.286552239
2735,136919.107809312
2736,136952.931231625
2737,120217.137161042
2738,136267.26092611
2739,159647.474819884
2740,133503.087355372
2741,144799.357872367
2742,150231.877043029
2743,147782.761923843
2744,161171.741356874
2745,145772.846044154
2746,140446.911023691
2747,162221.881179166
2748,124779.977971186
2749,128671.814813641
2750,137573.941660792
2751,138135.837969065
2752,206160.669884874
2753,153655.689657926
2754,226348.931140833
2755,123927.653129152
2756,74608.6485009637
2757,55509.8328536175
2758,70054.792624087
2759,157340.187977248
2760,121114.379308503
2761,142901.275042522
2762,152656.344117286
2763,192741.197503362
2764,157402.471589506
2765,293840.300239095
2766,127219.808646681
2767,94025.4386139977
2768,128611.700467998
2769,142800.053920478
2770,151086.626230429
2771,121281.512832678
2772,121974.456037208
2773,154520.487269487
2774,139639.569407533
2775,123967.724870451
2776,135745.973079953
2777,143762.705672556
2778,106079.110696731
2779,115990.487901991
2780,93675.7511807078
2781,100298.722920521
2782,99200.5685853186
2783,91027.2181427882
2784,121648.371486122
2785,130220.22145795
2786,63775.1525258331
2787,115404.59557397
2788,79195.9351067138
2789,174120.352788949
2790,87593.383139621
2791,110328.598674389
2792,56569.0490204521
2793,159061.167030469
2794,91442.2466414763
2795,119828.193812711
2796,101789.724915273
2797,177476.186898818
2798,100465.966797841
2799,115206.550524294
2800,72508.8186834715
2801,98758.6152320333
2802,129970.471461769
2803,154594.775680402
2804,129893.521610265
2805,97626.9408587877
2806,76920.4755358522
2807,162052.874699862
2808,145684.734118936
2809,135574.808878735
2810,129995.635646138
2811,157076.618804937
2812,146403.688870179
2813,156527.216895288
2814,157747.503353235
2815,89908.5660442371
2816,243912.738486532
2817,148277.429905376
2818,127687.651565412
2819,189459.908479494
2820,135562.138637934
2821,108586.005286774
2822,195651.749188198
2823,282160.130170365
2824,179453.348306059
2825,152757.413157494
2826,132405.049931256
2827,140602.368105744
2828,222749.415010966
2829,202430.530255551
2830,233424.46722786
2831,181107.463618269
2832,245733.887392713
2833,319585.426282578
2834,208505.305243342
2835,214762.379270244
2836,194720.286918674
2837,142016.019649485
2838,141450.345267063
2839,187368.745390182
2840,202979.543348166
2841,201360.957583204
2842,226374.620314801
2843,146266.505308945
2844,160204.772970294
2845,113641.637391199
2846,205889.919061925
2847,188775.995732267
2848,209736.002714094
2849,211893.234156838
